2014-10-19,0,0
2014-10-20,0,0
2014-10-21,0,0
2014-10-22,0,0
2014-10-23,0,0
2014-10-24,0,0
2014-10-25,0,0
2014-10-26,0,0
2014-10-27,0,0
2014-10-28,0,0
2014-10-29,0,0
2014-10-30,0,0
2014-10-31,760,0
2014-11-01,5775,0
2014-11-02,0,0
2014-11-03,3214,0
2014-11-04,5719,1366
2014-11-05,5816,3925
2014-11-06,2132,2130
2014-11-07,0,0
2014-11-08,0,0
2014-11-09,1801,1789
2014-11-10,7317,2832
2014-11-11,2123,2099
2014-11-12,5032,4312
2014-11-13,0,0
2014-11-14,594,590
2014-11-15,0,0
2014-11-16,1351,165
2014-11-17,9279,421
2014-11-18,1240,1227
