2014-10-04,0,0
2014-10-05,0,0
2014-10-06,0,0
2014-10-07,0,0
2014-10-08,0,0
2014-10-09,0,0
2014-10-10,0,0
2014-10-11,0,0
2014-10-12,0,0
2014-10-13,0,0
2014-10-14,0,0
2014-10-15,0,0
2014-10-16,0,0
2014-10-17,0,0
2014-10-18,0,0
2014-10-19,0,0
2014-10-20,0,0
2014-10-21,0,0
2014-10-22,0,0
2014-10-23,0,0
2014-10-24,26549,0
2014-10-25,29566,0
2014-10-26,37833,0
2014-10-27,13901,0
2014-10-28,22393,0
2014-10-29,24930,0
2014-10-30,24441,0
2014-10-31,27294,0
2014-11-01,16053,0
2014-11-02,19603,0
2014-11-03,14858,0
