2014-10-07,0,0
2014-10-08,0,0
2014-10-09,0,0
2014-10-10,0,0
2014-10-11,0,0
2014-10-12,0,0
2014-10-13,0,0
2014-10-14,0,0
2014-10-15,0,0
2014-10-16,0,0
2014-10-17,0,0
2014-10-18,0,0
2014-10-19,0,0
2014-10-20,0,0
2014-10-21,0,0
2014-10-22,0,0
2014-10-23,0,0
2014-10-24,19141,0
2014-10-25,11526,0
2014-10-26,0,0
2014-10-27,19593,0
2014-10-28,24869,0
2014-10-29,21556,0
2014-10-30,24845,0
2014-10-31,22719,0
2014-11-01,3968,0
2014-11-02,18431,0
2014-11-03,0,0
2014-11-04,0,0
2014-11-05,0,0
2014-11-06,0,0
